cop_name,sample_size,iteration,true_param,true_tau,AIC_clayton,AIC_gumbel,AIC_joe,AIC_frank,AIC_gaussian,xv1_clayton,xv1_gumbel,xv1_joe,xv1_frank,xv1_gaussian,xv_CIC_clayton,xv_CIC_gumbel,xv_CIC_joe,xv_CIC_frank,xv_CIC_gaussian,xvK_2_clayton,xvK_2_gumbel,xvK_2_joe,xvK_2_frank,xvK_2_gaussian,xvK_5_clayton,xvK_5_gumbel,xvK_5_joe,xvK_5_frank,xvK_5_gaussian,xvK_10_clayton,xvK_10_gumbel,xvK_10_joe,xvK_10_frank,xvK_10_gaussian,xvK_n:logn_clayton,xvK_n:logn_gumbel,xvK_n:logn_joe,xvK_n:logn_frank,xvK_n:logn_gaussian,xvK_n05_clayton,xvK_n05_gumbel,xvK_n05_joe,xvK_n05_frank,xvK_n05_gaussian,xvK_n05:logn_clayton,xvK_n05:logn_gumbel,xvK_n05:logn_joe,xvK_n05:logn_frank,xvK_n05:logn_gaussian,xvK_n:2_clayton,xvK_n:2_gumbel,xvK_n:2_joe,xvK_n:2_frank,xvK_n:2_gaussian
frank,200,1,1.86088378090335,0.2,8.86788119634536,15.4327808995573,12.9148317499848,12.2087349575419,12.032125693104,5.40988116946483,8.67592340824774,7.42336005371821,7.07190758825227,6.98423735665419,7.67065319644348,15.0743148730877,12.7647119230053,11.7875999103626,11.3200156506194,0.0163563863902742,0.043578248242882,0.0358728333985855,0.0336785067676737,0.0309750144859869,0.0179618648014899,0.0416913000729222,0.0349966604357063,0.0335727865938702,0.0302811101497429,0.0223950319958997,0.0333971864030337,0.0243611129366017,0.0280007590346012,0.0276461337520455,0.0201730490570118,0.03628670678829,0.0296779966622625,0.0288882143019191,0.0280813370781081,0.0247113227582297,0.0387654262214042,0.0319662585717356,0.0309132323043474,0.0310989836623219,0.0100230413072658,0.0343443466921229,0.0307893958115985,0.0199680755834629,0.030017979350877,0.0208686861406542,0.0379236242911902,0.0313153701081306,0.0299475535832146,0.0290201972826938
frank,200,2,1.86088378090335,0.2,12.8713512284608,15.6531788092375,10.5292500550672,20.8660628979405,17.081276542831,7.4014331367114,8.7855732663945,6.23693934876629,11.3786669434121,9.49573036140449,11.5023233532968,15.5326049541888,10.4649370364531,20.6754309217683,16.8756030069029,0.0294383587282836,0.043838767230142,0.030794324042813,0.0565894990308408,0.047539147452485,0.0305161073087908,0.0313447261599628,0.0163170496623085,0.0500670769181292,0.0409717418217536,0.0339832392134819,0.0414554837772579,0.0253870038820167,0.0556276973070707,0.0452280731949222,0.0317745451184751,0.0382476975864568,0.0239062670716346,0.0519368217404521,0.0421380985861713,0.0275227997301492,0.040415954030619,0.0270977388707678,0.051590432039176,0.0424192358616297,0.0242632288917045,0.0174061069859163,-0.000297810346548804,0.0395272283735954,0.0235946423557257,0.0306158207413814,0.0377953646337574,0.0239354521172104,0.0516246687019351,0.041985274182233
frank,200,3,1.86088378090335,0.2,10.8301926252309,11.3720536227334,7.18910845545685,14.9349695820792,14.5744122348301,6.38631914526224,6.65523160305596,4.57456314819757,8.42759213044381,8.24831180060396,9.13366975249599,11.5033763050229,7.52271275459056,14.9613955866406,14.2873487000805,0.0320300785694777,0.030946274302648,0.0206395768325084,0.0407925975932774,0.0402363557759738,0.0174621645383144,0.029331565744235,0.0202475912136201,0.0325649521742886,0.0341923710698702,0.0272100022470991,0.0310709318301336,0.0193594985832417,0.0407729417080663,0.0397157501740075,0.0279606937043326,0.028633198735144,0.0170457024445086,0.0383041618935674,0.037178658651112,0.0255899778399218,0.0285084281225352,0.0184832707771436,0.0374546228877859,0.0360274176326329,0.0318106919098202,0.0334260746135466,0.0229605305802013,0.0420928052490091,0.0414030978423568,0.0259249897445607,0.0281944711929352,0.0172051934028406,0.0376802606260871,0.0365546831300134
frank,200,4,1.86088378090335,0.2,3.83713163216009,1.20416604079702,-0.944305388885588,6.31067083506511,4.41260229922072,2.9064350283596,1.59669407889973,0.528210820827669,4.13694032180468,3.19260909698873,3.34355935183414,1.36086784797883,-0.90915871028062,6.44955086212043,4.53501304721778,0.00696593768437738,-0.0279681393633452,-0.031079560844552,-0.0130186154295752,-0.00598939357692929,0.00954683713622677,0.00634325952154603,-0.00307024401543627,0.0189636346623458,0.014358724168867,0.00587595457262479,0.000641559550106582,-0.00669282614477706,0.0140312673194331,0.00962474189914381,0.0105084238777756,0.00418136483749175,-0.00259628406839827,0.0173290806495211,0.0127874839650526,0.0121718781492308,0.000628247639729769,-0.00758300216003862,0.0166884211576734,0.0121427870028691,-0.00462071452416007,-0.00817134407626085,-0.00738389314768344,0.000527006723787655,-0.00485030180593035,0.0103679481971014,0.00401100425621289,-0.00205715559748467,0.0167849977855416,0.0122118804533889
frank,200,5,1.86088378090335,0.2,3.87728724769886,10.1472403468131,8.56753016380216,9.89222324453463,8.64763702188346,2.92677475114201,6.04593719564881,5.26030156594346,5.91887207425272,5.30025749934508,3.00486916241147,9.99136724167752,8.65553421783573,9.88070260623943,7.9008725464818,0.0133258529616905,0.0204020967300153,0.0122844390306615,0.0277805321082375,0.0190181191832641,0.00912966802648881,0.0272630399011766,0.0223721492336978,0.0271736381990884,0.0212218459576024,0.0105311864485956,0.0267843446681209,0.0234559490792538,0.0244011904783831,0.0213811181769656,0.00892561668344911,0.0236964793972876,0.0192360060629553,0.023758793015429,0.0193689532117934,0.0094276926096914,0.024240027708148,0.0192858057069052,0.024834961171077,0.019762650678918,0.0101201968311161,0.0151029151499977,0.0103173197961424,0.0161200748351684,0.0210090906641901,0.00896932796040102,0.0248056054936325,0.0196504982014651,0.0251610569174809,0.0206149321592355
frank,200,6,1.86088378090335,0.2,23.2854173743375,14.5605581592228,6.8032637368606,20.6833469903817,22.4671944539238,12.5815328883018,8.2413933673751,4.38224812072304,11.2874335512471,12.1749382704192,22.7379208984366,15.171053504467,7.26837270987008,20.7165812037047,22.9786375380984,0.0632135247650703,0.0408152466711534,0.0218152140464695,0.055508911839726,0.0603756544141569,0.0598956033213472,0.0386741284532458,0.0201078468885713,0.0533442343567805,0.0590271873426745,0.0616540377836757,0.0365668058208896,0.0149998905862739,0.0522487994471584,0.0564544090142596,0.0575193362122184,0.0342815840506531,0.0155121979097616,0.0497881145007901,0.0536437432285109,0.0593261078282255,0.0342270472145452,0.0142850067364272,0.0505603208178999,0.0547975746035566,0.0598242794804761,0.0331989019765778,0.0182676973416523,0.0456988408894457,0.0526703473738775,0.0587227965556577,0.0359705677328527,0.016659654794383,0.0513158129124054,0.0556101920820346
frank,200,7,1.86088378090335,0.2,25.9502721768157,26.9341874529299,19.1632151768647,25.9804180865133,29.5982279862564,13.9079535488439,14.3973899388535,10.5312088631303,13.9232024749174,15.7231456313675,24.5913714776822,27.3715191111797,19.6890012808075,25.6589458187286,29.6303290203356,0.0618761340944656,0.0722991498373867,0.052543280170964,0.0682604225374821,0.0731368225320614,0.065856929348857,0.0587084336342323,0.0387308768731018,0.0568805033229515,0.0661837880685386,0.0620206129556025,0.0689760009775361,0.0506997615777146,0.0629782740241978,0.0736514505259608,0.0652422793868865,0.0666154335239471,0.0473162821127954,0.0648182914922506,0.0731306002015303,0.0657630601318874,0.066635704455469,0.0481372847977299,0.0629545520141006,0.074843268406394,0.00720845920276807,0.0273245257344723,0.0260185451932824,-0.00623033221837466,-0.00249397521287017,0.064546013970277,0.0671711298418935,0.0480681667351772,0.0640811980573081,0.0730041157848207
frank,200,8,1.86088378090335,0.2,20.9331882501369,18.571150124471,12.1074913810214,18.7702172730787,22.4268480139677,11.4116057705687,10.2367167755312,7.02098788972959,10.3359613375632,12.1551545463395,20.700872664454,19.0760724723716,12.5019023473738,18.549148309875,22.8067232469571,0.0420030896057953,0.0511508905698865,0.034783044962374,0.0518092976632614,0.0588173735650952,0.0539957604709389,0.0434480847692162,0.0246728755579645,0.0459863982172712,0.0542174555550817,0.0484549400738153,0.044861780846742,0.0299720011252503,0.0427631185052508,0.0527474207153687,0.0524608889650798,0.0468239119632703,0.0308098312784574,0.0466629755651045,0.0555074085837972,0.0531509605423411,0.044715667847666,0.0291528329532292,0.0442164513688932,0.055203593694328,0.0569681592151489,0.0434947571946781,0.0262961226226408,0.0446736179393736,0.0583982221792809,0.0535734127680078,0.0462678689156465,0.0298697276376416,0.0467317008191583,0.0560924342347813
frank,200,9,1.86088378090335,0.2,22.6761582301696,26.9205029685266,20.6668039297852,23.7893681883744,29.5409078992623,12.2790179995726,14.3902780036359,11.2790227184601,12.832838944814,15.6942445454126,21.7794102253978,27.4764509986241,21.2490321146738,23.6694614504643,29.7041731284094,0.0616423665439064,0.0719069620074343,0.0565912038754145,0.0614354313182749,0.0769432455918308,0.0534521880416684,0.0688173324009841,0.0523308593377196,0.0597900296191669,0.0751205532495016,0.0549923340090287,0.0644608226152909,0.0506162170751133,0.0565809750917428,0.0702597027928019,0.0546150754536669,0.0674243382768714,0.0518440597168381,0.058453951097048,0.0720057560481891,0.0568531015901718,0.0670505370576337,0.0507479665275546,0.0587901776538368,0.0739887961937317,0.0616229506481352,0.0722395310643645,0.0562959939119716,0.0644244658174936,0.078595238082879,0.0564143322701776,0.067558179793099,0.0518052811438943,0.0592471837777979,0.073276114279212
frank,200,10,1.86088378090335,0.2,12.8113618561516,7.52506300422462,3.4991464939309,8.82911940036945,11.946227543712,7.37123158467719,4.74128120131381,2.73841389268979,5.38997397442835,6.94085562522763,12.9579401319783,7.98649837576343,3.87827435027307,8.81326279138307,12.3970401646796,0.0238093182243388,0.0165765225442376,0.0122053481442399,0.0159570769108866,0.0275844253319471,0.0298096782432393,0.0135015371601825,0.00599153808733701,0.017345345963184,0.0234297960609008,0.0339100847903463,0.0200619018500934,0.00932802364282123,0.0239353843924919,0.03138178899264,0.0328296205893953,0.019670637661354,0.00966784796919107,0.0226773587563699,0.0303336457447647,0.0323429053667532,0.0206278452908241,0.0106663401739711,0.0237084922660473,0.031181491157551,0.0369090137855922,0.0142397445384016,8.63313934533338e-05,0.0102398545886563,0.031881426144075,0.0323617660235568,0.0191231653923158,0.00878983176177691,0.0228667914412154,0.0302773382489348
